Device,Constraint,Timeout,MER,SL,BC
8040/8042|fd34::0017:0d00:0030:e0fe,0.1,56.75,0.823321554770318,0.98,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.2,57.05,0.5795053003533569,0.82,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.3,57.05,0.5795053003533569,0.82,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.4,57.15,0.4593639575971732,0.82,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.5,57.15,0.4593639575971732,0.82,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.6,57.45,0.2720848056537103,0.9,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.7,57.65,0.18021201413427557,1.0,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.8,57.75,0.12720848056537104,1.07,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,0.9,58.55,0.03886925795053009,1.75,0.0
8040/8042|fd34::0017:0d00:0030:e0fe,1.0,58.55,0.0,52.46,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.1,107.9,0.863013698630137,0.94,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.2,108.0,0.5136986301369864,0.9,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.3,108.0,0.5136986301369864,0.9,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.4,108.0,0.5136986301369864,0.9,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.5,108.1,0.3013698630136986,0.91,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.6,108.1,0.3013698630136986,0.91,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.7,108.2,0.17123287671232879,0.96,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.8,108.3,0.12328767123287676,1.03,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,0.9,108.4,0.07534246575342463,1.11,0.0
3303/5702|fd34::0017:0d00:0030:e3a0,1.0,108.4,0.0,104.08,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.1,54.4,0.852112676056338,0.87,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.2,54.6,0.7746478873239436,0.74,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.3,54.8,0.6126760563380282,0.66,0.0
9803/9805|fd34::0017:0d00:0030:e3ca,0.4,55.0,0.45070422535211263,0.63,0.0
