Series;Time;Value
Network_Latency;2019-02-08T13:00:37.024;0
Network_Latency;2019-02-08T13:00:57.041;0
Network_Latency;2019-02-08T13:01:17.047;0
Network_Latency;2019-02-08T13:01:37.020;0
Network_Latency;2019-02-08T13:01:57.021;0
Network_Latency;2019-02-08T13:02:17.032;0
Network_Latency;2019-02-08T13:02:37.028;0
Network_Latency;2019-02-08T13:02:57.031;0
Network_Latency;2019-02-08T13:03:17.033;0
Network_Latency;2019-02-08T13:03:37.038;0
Network_Latency;2019-02-08T13:03:57.040;0
Network_Latency;2019-02-08T13:04:17.042;0
Network_Latency;2019-02-08T13:04:38.305;0
Network_Latency;2019-02-08T13:04:57.063;0
Network_Latency;2019-02-08T13:05:17.065;0
Network_Latency;2019-02-08T13:05:37.068;0
Network_Latency;2019-02-08T13:05:57.238;0
Network_Latency;2019-02-08T13:06:17.074;0
Network_Latency;2019-02-08T13:06:37.079;0
Network_Latency;2019-02-08T13:06:58.119;0
Network_Latency;2019-02-08T13:07:17.098;0
Network_Latency;2019-02-08T13:07:37.108;0
Network_Latency;2019-02-08T13:07:58.031;0
Network_Latency;2019-02-08T13:08:17.092;0
Network_Latency;2019-02-08T13:08:37.093;0
Network_Latency;2019-02-08T13:08:58.518;0
Network_Latency;2019-02-08T13:09:17.118;0
Network_Latency;2019-02-08T13:09:38.230;0
Network_Latency;2019-02-08T13:09:58.704;0
Network_Latency;2019-02-08T13:10:17.121;0
Network_Latency;2019-02-08T13:10:37.132;0
Network_Latency;2019-02-08T13:10:59.238;0
Network_Latency;2019-02-08T13:11:17.140;0
Network_Latency;2019-02-08T13:11:37.167;0
Network_Latency;2019-02-08T13:11:58.915;0
Network_Latency;2019-02-08T13:12:17.151;0
Network_Latency;2019-02-08T13:12:37.160;0
Network_Latency;2019-02-08T13:12:59.377;0
Network_Latency;2019-02-08T13:13:17.156;0
Network_Latency;2019-02-08T13:13:37.159;0
Network_Latency;2019-02-08T13:13:57.163;0
Network_Latency;2019-02-08T13:14:17.172;0
Network_Latency;2019-02-08T13:14:45.109;0
Network_Latency;2019-02-08T13:15:03.079;0
Network_Latency;2019-02-08T13:15:23.082;0
Network_Latency;2019-02-08T13:15:43.918;0
Network_Latency;2019-02-08T13:16:03.090;0
Network_Latency;2019-02-08T13:16:23.088;0
Network_Latency;2019-02-08T13:16:43.118;0
Network_Latency;2019-02-08T13:17:03.099;0
Network_Latency;2019-02-08T13:17:23.102;0
Network_Latency;2019-02-08T13:17:43.108;0
Network_Latency;2019-02-08T13:18:03.111;0
Network_Latency;2019-02-08T13:18:23.113;0
Network_Latency;2019-02-08T13:18:43.117;0
Network_Latency;2019-02-08T13:19:03.119;0
Network_Latency;2019-02-08T13:19:23.122;0
Network_Latency;2019-02-08T13:19:44.090;0
Network_Latency;2019-02-08T13:20:03.127;0
Network_Latency;2019-02-08T13:20:23.129;0
Network_Latency;2019-02-08T13:20:43.137;0
Network_Latency;2019-02-08T13:21:03.134;0
Network_Latency;2019-02-08T13:21:23.136;0
Network_Latency;2019-02-08T13:21:43.139;0
Network_Latency;2019-02-08T13:22:03.149;0
Network_Latency;2019-02-08T13:22:23.148;0
Network_Latency;2019-02-08T13:22:43.152;0
Network_Latency;2019-02-08T13:23:03.155;0
Network_Latency;2019-02-08T13:23:23.227;0
Network_Latency;2019-02-08T13:23:43.160;0
Network_Latency;2019-02-08T13:24:03.216;0
Network_Latency;2019-02-08T13:24:23.173;0
Network_Latency;2019-02-08T13:24:44.374;0
Network_Latency;2019-02-08T13:25:03.278;0
Network_Latency;2019-02-08T13:25:23.176;0
Network_Latency;2019-02-08T13:25:43.176;0
